checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,asnm,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted
<0DM,12,Existing_credits_paid_till_now,education,684,<100DM,1_to_4yrs,4,male_single,None,4,car_or_other_nonsavings,40,28,none,rent,1,unskilled_resident,2,none,yes,1
<0DM,48,Existing_credits_paid_till_now,education,7476,<100DM,4_to_7yrs,4,male_single,None,1,unknown/no_property,50,88,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
0_to_200DM,12,Existing_credits_paid_till_now,furniture/equipment,1922,<100DM,1_to_4yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,37,49,none,own,1,unskilled_resident,1,none,yes,1
<0DM,24,Existing_credits_paid_till_now,new_car,2303,<100DM,>7yrs,4,male_single,co-applicant,1,real_estate,45,33,none,own,1,skilled_employee/official,1,none,yes,1
0_to_200DM,36,Delay_in_past,new_car,8086,100_to_500DM,>7yrs,2,male_single,None,4,car_or_other_nonsavings,42,24,none,own,4,management_self-employed_highly_qualified/officer,1,yes,yes,1
None,24,Critical_acct_other_credits_existing,used_car,2346,<100DM,4_to_7yrs,4,male_single,None,3,car_or_other_nonsavings,35,73,none,own,2,skilled_employee/official,1,yes,yes,0
<0DM,14,Existing_credits_paid_till_now,new_car,3973,<100DM,unemployed,1,male_single,None,4,unknown/no_property,22,424,none,for_free,1,skilled_employee/official,1,none,yes,0
0_to_200DM,12,Existing_credits_paid_till_now,new_car,888,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,41,25,bank,own,1,unskilled_resident,2,none,yes,1
None,48,Existing_credits_paid_till_now,radio/television,10222,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,3,car_or_other_nonsavings,37,49,stores,own,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,30,No_credits_taken_or_all_paid,business,4221,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,1,car_or_other_nonsavings,28,220,none,own,2,skilled_employee/official,1,none,yes,0
0_to_200DM,18,Critical_acct_other_credits_existing,furniture/equipment,6361,<100DM,>7yrs,2,male_single,None,1,unknown/no_property,NA,NA,none,own,1,skilled_employee/official,1,yes,yes,0
>200DM,12,Existing_credits_paid_till_now,radio/television,1297,<100DM,1_to_4yrs,3,male_married/widowed,None,4,real_estate,23,385,none,rent,1,skilled_employee/official,1,none,yes,0
<0DM,12,Existing_credits_paid_till_now,new_car,900,Unknown_or_no_savings_acct,1_to_4yrs,4,male_married/widowed,None,2,car_or_other_nonsavings,23,385,none,own,1,skilled_employee/official,1,none,yes,1
None,21,Existing_credits_paid_till_now,furniture/equipment,2241,<100DM,>7yrs,4,male_single,None,2,real_estate,50,88,none,own,2,skilled_employee/official,1,none,yes,0
0_to_200DM,6,Delay_in_past,furniture/equipment,1050,<100DM,unemployed,4,male_single,None,1,building_society_savings_agreement/life_insurance,35,73,stores,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
>200DM,6,Critical_acct_other_credits_existing,education,1047,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,50,88,none,own,1,unskilled_resident,1,none,yes,0
None,24,Critical_acct_other_credits_existing,other,6314,<100DM,unemployed,4,male_single,co-applicant,2,unknown/no_property,27,249,bank,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
0_to_200DM,30,All_credits_paid_duly,furniture/equipment,3496,>1000DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,34,88,stores,own,1,skilled_employee/official,2,yes,yes,0
None,48,All_credits_paid_duly,business,3609,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,1,real_estate,27,249,stores,own,1,skilled_employee/official,1,none,yes,0
<0DM,12,Critical_acct_other_credits_existing,new_car,4843,<100DM,>7yrs,3,male_single,co-applicant,4,building_society_savings_agreement/life_insurance,43,25,none,rent,2,skilled_employee/official,1,yes,yes,1
>200DM,30,Critical_acct_other_credits_existing,radio/television,3017,<100DM,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,47,49,none,own,1,skilled_employee/official,1,none,yes,0
None,24,Critical_acct_other_credits_existing,business,4139,100_to_500DM,1_to_4yrs,3,male_single,None,3,building_society_savings_agreement/life_insurance,27,249,none,own,2,unskilled_resident,1,yes,yes,0
None,36,Existing_credits_paid_till_now,business,5742,100_to_500DM,4_to_7yrs,2,male_single,None,2,car_or_other_nonsavings,31,145,none,own,2,skilled_employee/official,1,yes,yes,0
None,60,Existing_credits_paid_till_now,new_car,10366,<100DM,>7yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,42,24,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
None,6,Critical_acct_other_credits_existing,new_car,2080,500_to_1000DM,1_to_4yrs,1,male_married/widowed,None,2,car_or_other_nonsavings,24,348,none,own,1,skilled_employee/official,1,none,yes,0
None,21,Delay_in_past,business,2580,500_to_1000DM,<1yr,4,male_single,None,2,real_estate,NA,NA,bank,own,1,unskilled_resident,2,none,yes,1
None,30,Critical_acct_other_credits_existing,radio/television,4530,<100DM,4_to_7yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,26,280,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
None,24,Critical_acct_other_credits_existing,furniture/equipment,5150,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,33,105,none,own,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,72,Existing_credits_paid_till_now,radio/television,5595,100_to_500DM,1_to_4yrs,2,male_married/widowed,None,2,car_or_other_nonsavings,24,348,none,own,1,skilled_employee/official,1,none,yes,1
<0DM,24,Existing_credits_paid_till_now,radio/television,2384,<100DM,>7yrs,4,male_single,None,4,real_estate,64,508,bank,rent,1,unskilled_resident,1,none,yes,0
None,18,Existing_credits_paid_till_now,radio/television,1453,<100DM,<1yr,3,female_divorced/separated/married,None,1,real_estate,26,280,none,own,1,skilled_employee/official,1,none,yes,0
None,6,Existing_credits_paid_till_now,education,1538,<100DM,<1yr,1,female_divorced/separated/married,None,2,unknown/no_property,56,220,none,own,1,skilled_employee/official,1,none,yes,0
None,12,Existing_credits_paid_till_now,radio/television,2279,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,unknown/no_property,37,49,none,for_free,1,skilled_employee/official,1,yes,yes,0
None,15,Delay_in_past,radio/television,1478,<100DM,1_to_4yrs,4,male_married/widowed,None,3,real_estate,33,105,bank,own,2,skilled_employee/official,1,none,yes,0
None,24,Critical_acct_other_credits_existing,radio/television,5103,<100DM,<1yr,3,male_married/widowed,None,3,unknown/no_property,47,49,none,for_free,3,skilled_employee/official,1,yes,yes,0
0_to_200DM,36,Delay_in_past,business,9857,100_to_500DM,4_to_7yrs,1,male_single,None,3,building_society_savings_agreement/life_insurance,31,145,none,own,2,unskilled_resident,2,yes,yes,0
None,60,Existing_credits_paid_till_now,new_car,6527,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,4,unknown/no_property,34,88,none,for_free,1,skilled_employee/official,2,yes,yes,0
>200DM,10,Critical_acct_other_credits_existing,radio/television,1347,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,NA,NA,none,own,2,skilled_employee/official,1,yes,yes,0
0_to_200DM,36,Delay_in_past,new_car,2862,100_to_500DM,>7yrs,4,male_single,None,3,unknown/no_property,30,168,none,for_free,1,skilled_employee/official,1,none,yes,0
None,9,Existing_credits_paid_till_now,radio/television,2753,100_to_500DM,>7yrs,3,male_single,co-applicant,4,car_or_other_nonsavings,35,73,none,own,1,skilled_employee/official,1,yes,yes,0
<0DM,12,Existing_credits_paid_till_now,new_car,3651,>1000DM,1_to_4yrs,1,male_single,None,3,building_society_savings_agreement/life_insurance,31,145,none,own,1,skilled_employee/official,2,none,yes,0
<0DM,15,Critical_acct_other_credits_existing,furniture/equipment,975,<100DM,1_to_4yrs,2,male_divorced/separated,None,3,building_society_savings_agreement/life_insurance,25,313,none,own,2,skilled_employee/official,1,none,yes,0
0_to_200DM,15,Existing_credits_paid_till_now,repairs,2631,100_to_500DM,1_to_4yrs,3,female_divorced/separated/married,None,2,real_estate,25,313,none,own,1,unskilled_resident,1,none,yes,0
0_to_200DM,24,Existing_credits_paid_till_now,radio/television,2896,100_to_500DM,<1yr,2,male_single,None,1,car_or_other_nonsavings,29,193,none,own,1,skilled_employee/official,1,none,yes,0
<0DM,6,Critical_acct_other_credits_existing,new_car,4716,Unknown_or_no_savings_acct,<1yr,1,male_single,None,3,real_estate,44,28,none,own,2,unskilled_resident,2,none,yes,0
None,24,Existing_credits_paid_till_now,radio/television,2284,<100DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,28,220,none,own,1,skilled_employee/official,1,yes,yes,0
None,6,Existing_credits_paid_till_now,used_car,1236,500_to_1000DM,1_to_4yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,50,88,none,rent,1,skilled_employee/official,1,none,yes,0
0_to_200DM,12,Existing_credits_paid_till_now,radio/television,1103,<100DM,4_to_7yrs,4,male_single,guarantor,3,real_estate,29,193,none,own,2,skilled_employee/official,1,none,no,0
None,12,Critical_acct_other_credits_existing,new_car,926,<100DM,unemployed,1,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,38,40,none,own,1,unemployed/unskilled_nonresident,1,none,yes,0
None,18,Critical_acct_other_credits_existing,radio/television,1800,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,24,348,none,own,2,skilled_employee/official,1,none,yes,0
<0DM,9,Existing_credits_paid_till_now,radio/television,1364458473,<100DM,4_to_7yrs,3,male_single,None,4,real_estate,59,313,none,own,1,skilled_employee/official,1,none,yes,0
>200DM,15,Existing_credits_paid_till_now,education,1905,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,40,28,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
None,12,Existing_credits_paid_till_now,furniture/equipment,1123,500_to_1000DM,1_to_4yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,29,193,none,rent,1,unskilled_resident,1,none,yes,1
<0DM,48,Critical_acct_other_credits_existing,used_car,6331,<100DM,>7yrs,4,male_single,None,4,unknown/no_property,46,40,none,for_free,2,skilled_employee/official,1,yes,yes,1
>200DM,24,Existing_credits_paid_till_now,radio/television,1377,100_to_500DM,>7yrs,4,female_divorced/separated/married,None,2,unknown/no_property,47,49,none,for_free,1,skilled_employee/official,1,yes,yes,0
0_to_200DM,30,Delay_in_past,business,2503,100_to_500DM,>7yrs,4,male_single,None,2,building_society_savings_agreement/life_insurance,41,25,stores,own,2,skilled_employee/official,1,none,yes,0
0_to_200DM,27,Existing_credits_paid_till_now,business,2528,<100DM,<1yr,4,female_divorced/separated/married,None,1,building_society_savings_agreement/life_insurance,32,124,none,own,1,skilled_employee/official,2,yes,yes,0
None,15,Existing_credits_paid_till_now,new_car,5324,500_to_1000DM,>7yrs,1,female_divorced/separated/married,None,4,unknown/no_property,35,73,none,for_free,1,skilled_employee/official,1,none,yes,0
0_to_200DM,48,Existing_credits_paid_till_now,new_car,6560,100_to_500DM,4_to_7yrs,3,male_single,None,2,building_society_savings_agreement/life_insurance,24,348,none,own,1,skilled_employee/official,1,none,yes,1
0_to_200DM,12,No_credits_taken_or_all_paid,furniture/equipment,2969,<100DM,<1yr,4,female_divorced/separated/married,None,3,building_society_savings_agreement/life_insurance,25,313,none,rent,2,skilled_employee/official,1,none,yes,1
0_to_200DM,9,Existing_credits_paid_till_now,radio/television,1206,<100DM,>7yrs,4,female_divorced/separated/married,None,4,real_estate,25,313,none,own,1,skilled_employee/official,1,none,yes,0
0_to_200DM,9,Existing_credits_paid_till_now,radio/television,2118,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,37,49,none,own,1,unskilled_resident,2,none,yes,0
None,18,Critical_acct_other_credits_existing,radio/television,629,500_to_1000DM,>7yrs,4,male_single,None,3,building_society_savings_agreement/life_insurance,32,124,bank,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
<0DM,6,All_credits_paid_duly,education,1198,<100DM,>7yrs,4,female_divorced/separated/married,None,4,unknown/no_property,35,73,none,for_free,1,skilled_employee/official,1,none,yes,1
None,21,Existing_credits_paid_till_now,used_car,2476,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,real_estate,46,40,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
<0DM,9,Critical_acct_other_credits_existing,radio/television,1138,<100DM,1_to_4yrs,4,male_single,None,4,real_estate,25,313,none,own,2,unskilled_resident,1,none,yes,0
0_to_200DM,60,Existing_credits_paid_till_now,new_car,14027,<100DM,4_to_7yrs,4,male_single,None,2,unknown/no_property,27,249,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
None,30,Critical_acct_other_credits_existing,used_car,7596,Unknown_or_no_savings_acct,>7yrs,1,male_single,None,4,car_or_other_nonsavings,63,465,none,own,2,skilled_employee/official,1,none,yes,0
None,30,Critical_acct_other_credits_existing,radio/television,3077,Unknown_or_no_savings_acct,>7yrs,3,male_single,None,2,car_or_other_nonsavings,40,28,none,own,2,skilled_employee/official,2,yes,yes,0
None,18,Existing_credits_paid_till_now,radio/television,1505,<100DM,1_to_4yrs,4,male_single,None,2,unknown/no_property,32,124,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
>200DM,24,Critical_acct_other_credits_existing,radio/television,3148,Unknown_or_no_savings_acct,1_to_4yrs,3,male_single,None,2,car_or_other_nonsavings,31,145,none,own,2,skilled_employee/official,1,yes,yes,0
0_to_200DM,20,No_credits_taken_or_all_paid,used_car,6148,100_to_500DM,>7yrs,3,male_married/widowed,None,4,car_or_other_nonsavings,31,145,bank,own,2,skilled_employee/official,1,yes,yes,0
>200DM,9,No_credits_taken_or_all_paid,radio/television,1337,<100DM,<1yr,4,male_single,None,2,car_or_other_nonsavings,34,88,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
0_to_200DM,6,All_credits_paid_duly,education,433,>1000DM,<1yr,4,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,24,348,bank,rent,1,skilled_employee/official,2,none,yes,1
<0DM,12,Existing_credits_paid_till_now,new_car,1228,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,2,real_estate,24,348,none,own,1,unskilled_resident,1,none,yes,1
0_to_200DM,9,Existing_credits_paid_till_now,radio/television,790,500_to_1000DM,1_to_4yrs,4,female_divorced/separated/married,None,3,real_estate,66,600,none,own,1,unskilled_resident,1,none,yes,0
None,27,Existing_credits_paid_till_now,new_car,2570,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,3,real_estate,21,465,none,rent,1,skilled_employee/official,1,none,yes,1
None,6,Critical_acct_other_credits_existing,new_car,250,>1000DM,1_to_4yrs,2,female_divorced/separated/married,None,2,real_estate,41,25,bank,own,2,unskilled_resident,1,none,yes,0
None,15,Critical_acct_other_credits_existing,radio/television,1316,500_to_1000DM,1_to_4yrs,2,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,47,49,none,own,2,unskilled_resident,1,none,yes,0
<0DM,18,Existing_credits_paid_till_now,radio/television,1882,<100DM,1_to_4yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,25,313,bank,rent,2,skilled_employee/official,1,none,yes,1
0_to_200DM,48,All_credits_paid_duly,business,6416,<100DM,>7yrs,4,female_divorced/separated/married,None,3,unknown/no_property,59,313,none,rent,1,skilled_employee/official,1,none,yes,1
>200DM,24,Critical_acct_other_credits_existing,business,1275,>1000DM,1_to_4yrs,2,male_divorced/separated,None,4,real_estate,36,60,none,own,2,skilled_employee/official,1,yes,yes,0
0_to_200DM,24,Delay_in_past,radio/television,6403,<100DM,<1yr,1,male_single,None,2,car_or_other_nonsavings,33,105,none,own,1,skilled_employee/official,1,none,yes,0
<0DM,24,Existing_credits_paid_till_now,radio/television,1987,<100DM,1_to_4yrs,2,male_single,None,4,real_estate,21,465,none,rent,1,unskilled_resident,2,none,yes,1
0_to_200DM,8,Existing_credits_paid_till_now,radio/television,760,<100DM,4_to_7yrs,4,female_divorced/separated/married,guarantor,2,real_estate,44,28,none,own,1,unskilled_resident,1,none,yes,0
None,24,Existing_credits_paid_till_now,used_car,2603,>1000DM,1_to_4yrs,2,female_divorced/separated/married,None,4,car_or_other_nonsavings,28,220,none,rent,1,skilled_employee/official,1,yes,yes,0
None,4,Critical_acct_other_credits_existing,new_car,3380,<100DM,4_to_7yrs,1,female_divorced/separated/married,None,1,real_estate,37,49,none,own,1,skilled_employee/official,2,none,yes,0
0_to_200DM,36,All_credits_paid_duly,domestic_appliances,3990,Unknown_or_no_savings_acct,<1yr,3,female_divorced/separated/married,None,2,unknown/no_property,29,193,bank,own,1,unemployed/unskilled_nonresident,1,none,yes,0
0_to_200DM,24,Existing_credits_paid_till_now,used_car,11560,<100DM,1_to_4yrs,1,female_divorced/separated/married,None,4,car_or_other_nonsavings,23,385,none,rent,2,management_self-employed_highly_qualified/officer,1,none,yes,1
<0DM,18,Existing_credits_paid_till_now,new_car,4380,100_to_500DM,1_to_4yrs,3,male_single,None,4,car_or_other_nonsavings,35,73,none,own,1,unskilled_resident,2,yes,yes,0
None,6,Critical_acct_other_credits_existing,new_car,6761,<100DM,4_to_7yrs,1,male_single,None,3,unknown/no_property,45,33,none,own,2,management_self-employed_highly_qualified/officer,2,yes,yes,0
